"name","url","address","fee","LocName","fX","fY","iConf","iLvl"
ビューハイム千石,https://www.homes.co.jp/chintai/room/6256a0cd882f33766fabab295b437e06c5a1ef84/,東京都文京区千石1丁目1-5,11,"東京都/文京区/千石/一丁目/１番","139.74483","35.72375","5","7"
ＪＲ山手線 西日暮里駅 徒歩6分,https://www.homes.co.jp/chintai/room/c090199bd77c7ea74ab091048c03fe56e4eaeb5c/,東京都文京区千駄木3丁目,6.3,"東京都/文京区/千駄木/三丁目","139.76254","35.72778","5","6"
メルヴェイユ長島,https://www.homes.co.jp/chintai/room/3154f9d62f3a226f4e9ef4e6ebbda27610c2810d/,東京都文京区水道2丁目15-1,6.9,"東京都/文京区/水道/二丁目/１５番","139.73680","35.71029","5","7"
三和第二ビル,https://www.homes.co.jp/chintai/room/03cc5bcd7ec961828067ed1c9a2f12fb5382a10c/,東京都文京区千石4丁目39-14,11,"東京都/文京区/千石/四丁目/３９番","139.74284","35.72832","5","7"
ウィスタリア千石,https://www.homes.co.jp/chintai/room/ce35c51c144502a828a15180866708bca9748f84/,東京都文京区千石4丁目37-4,6.6,"東京都/文京区/千石/四丁目/３７番","139.74194","35.72760","5","7"
クレセントデュエ,https://www.homes.co.jp/chintai/room/1ecf9af8d42e99d24c10fc1f6498e87bd9dc341c/,東京都文京区本駒込5丁目31-1,13.6,"東京都/文京区/本駒込/五丁目/３１番","139.75188","35.73307","5","7"
東京メトロ有楽町線 江戸川橋駅 徒歩4分,https://www.homes.co.jp/chintai/room/de3c78328cb50f34dbe5a49d3b0c9a81bf4671e3/,東京都文京区音羽1丁目,5.5,"東京都/文京区/音羽/一丁目","139.73021","35.71392","5","6"
都営三田線 白山駅 徒歩1分,https://www.homes.co.jp/chintai/room/51c715119d3170873a7ddb109b6ed1acaa61f18f/,東京都文京区白山5丁目,7.2,"東京都/文京区/白山/五丁目","139.74956","35.72349","5","6"
ペンターク,https://www.homes.co.jp/chintai/room/456241de3f2c99d20dc0829a18d80a9961b8a97f/,東京都文京区白山5丁目,6.4,"東京都/文京区/白山/五丁目","139.74956","35.72349","5","6"
都営三田線 春日駅 徒歩8分,https://www.homes.co.jp/chintai/room/88204eaa075d22a5e56f661e01b7a7ab6c93e6cf/,東京都文京区本郷6丁目,13.2,"東京都/文京区/本郷/六丁目","139.75809","35.71354","5","6"
コスモリード文京千駄木,https://www.homes.co.jp/chintai/room/6209f348d5f0d10a1fce89c97a2b55824db9838d/,東京都文京区千駄木1丁目,9.8,"東京都/文京区/千駄木/一丁目","139.75899","35.72275","5","6"
ベルハイム西片,"",東京都文京区西片2丁目,6.7,"東京都/文京区/西片/二丁目","139.75577","35.71624","5","6"
白山Yビルディング,"",東京都文京区白山5丁目,6.5,"東京都/文京区/白山/五丁目","139.74956","35.72349","5","6"
ネスト白山,https://www.homes.co.jp/chintai/room/214b3ebd784786214abe9444b4674fb7e42ca724/,東京都文京区本駒込1丁目,7,"東京都/文京区/本駒込/一丁目","139.75148","35.72550","5","6"
パークキューブ春日安藤坂,https://www.homes.co.jp/chintai/room/b593a4ead0c27c0cfc74b3eca9a490862b9088c2/,東京都文京区春日2丁目2-6,18.2,"東京都/文京区/春日/二丁目/２番","139.74556","35.70881","5","7"
都営三田線 千石駅 徒歩5分,https://www.homes.co.jp/chintai/room/500c427e5b7e54dda246b201147aa86c49b6ee4b/,東京都文京区白山5丁目,6.8,"東京都/文京区/白山/五丁目","139.74956","35.72349","5","6"
都営三田線 春日駅 徒歩4分,https://www.homes.co.jp/chintai/room/7cb60cd74856646d6ea76a760005a8fdc8032c22/,東京都文京区本郷5丁目,11.7,"東京都/文京区/本郷/五丁目","139.75812","35.71012","5","6"
ウインド東大前,https://www.homes.co.jp/chintai/room/27f21f97f5c66022eb26b450d1c1278e8b50caed/,東京都文京区向丘2丁目,8.9,"東京都/文京区/向丘/二丁目","139.75674","35.72160","5","6"
コーポかすが,https://www.homes.co.jp/chintai/room/120d7152643431503ab9beaef264413bbe5a8545/,東京都文京区大塚4丁目,6.7,"東京都/文京区/大塚/四丁目","139.73383","35.72386","5","6"
東京メトロ有楽町線 護国寺駅 徒歩4分,https://www.homes.co.jp/chintai/room/6237a8eb202b0a438d5670598b55bd085bacb06c/,東京都文京区音羽1丁目,7.5,"東京都/文京区/音羽/一丁目","139.73021","35.71392","5","6"
都営三田線 千石駅 徒歩4分,https://www.homes.co.jp/chintai/room/4127e2e8d077fa64936a9bb1021e038dbe980062/,東京都文京区千石4丁目,6.6,"東京都/文京区/千石/四丁目","139.74068","35.72905","5","6"
ＪＲ山手線 駒込駅 徒歩10分,https://www.homes.co.jp/chintai/room/687340c4f363895d02ba540a2972ac0875ec8df2/,東京都文京区本駒込5丁目,7,"東京都/文京区/本駒込/五丁目","139.75165","35.73280","5","6"
東京メトロ千代田線 千駄木駅 徒歩3分,https://www.homes.co.jp/chintai/room/cf3d3cfae0fdd777cad504f413dbaa809148a4a1/,東京都文京区千駄木1丁目,8,"東京都/文京区/千駄木/一丁目","139.75899","35.72275","5","6"
都営三田線 千石駅 徒歩5分,https://www.homes.co.jp/chintai/room/924c2cef7337bb15fe0aa6c8d91cd17dd74fc777/,東京都文京区白山5丁目,6.4,"東京都/文京区/白山/五丁目","139.74956","35.72349","5","6"
都営三田線 千石駅 徒歩2分,https://www.homes.co.jp/chintai/room/e5e88b4c67d4090f4152d3dcf252154cbfecfe96/,東京都文京区白山5丁目,6.5,"東京都/文京区/白山/五丁目","139.74956","35.72349","5","6"
横田マンション,https://www.homes.co.jp/chintai/room/f152930921ec2a12096184c81bb9cbfb760b89ac/,東京都文京区湯島2丁目,8.5,"東京都/文京区/湯島/二丁目","139.76591","35.70520","5","6"
ザ・プラザオーベル白山,https://www.homes.co.jp/chintai/room/5b70f97b2f4b77ef2793ead5238b200147893d16/,東京都文京区向丘1丁目,6.8,"東京都/文京区/向丘/一丁目","139.75560","35.71949","5","6"
インペリアルヒルズ白山,https://www.homes.co.jp/chintai/room/4d21f18408087fab770380aac59e8dfa434cef0b/,東京都文京区白山5丁目,7.5,"東京都/文京区/白山/五丁目","139.74956","35.72349","5","6"
東京メトロ有楽町線 江戸川橋駅 徒歩5分,https://www.homes.co.jp/chintai/room/c410a2a64cfd9a57e801dcf93325f9283b64e57f/,東京都文京区水道2丁目,26.9,"東京都/文京区/水道/二丁目","139.73694","35.70975","5","6"
ヒルズＥ,https://www.homes.co.jp/chintai/room/49ebd92263b19250bc2bae87ac399015a8c4344f/,東京都文京区小石川5丁目,13.5,"東京都/文京区/小石川/五丁目","139.73993","35.71806","5","6"
第2常磐苑ビル,"",東京都文京区千石4丁目,9,"東京都/文京区/千石/四丁目","139.74068","35.72905","5","6"
東京メトロ千代田線 千駄木駅 徒歩5分,"",東京都文京区千駄木2丁目,8,"東京都/文京区/千駄木/二丁目","139.76187","35.72290","5","6"
グランドヒル,"",東京都文京区小日向1丁目,15,"東京都/文京区/小日向/一丁目","139.73817","35.71276","5","6"
東京メトロ丸ノ内線 茗荷谷駅 徒歩5分,https://www.homes.co.jp/chintai/room/c83c4feba0cef098bd3afb1e44fa367464b02093/,東京都文京区大塚3丁目6-8,14.9,"東京都/文京区/大塚/三丁目/６番","139.73413","35.72003","5","7"
ザ・プラザオーベル白山,https://www.homes.co.jp/chintai/room/2deeaac14bc097f60a948cb9137eb4bafdbcf435/,東京都文京区向丘1丁目,8.8,"東京都/文京区/向丘/一丁目","139.75560","35.71949","5","6"
カーネ小日向,https://www.homes.co.jp/chintai/room/e2441c3fed450cd23147cf81c88407a709ca39b6/,東京都文京区小日向4丁目,10,"東京都/文京区/小日向/四丁目","139.73840","35.71552","5","6"
ＪＲ中央線 御茶ノ水駅 徒歩5分,https://www.homes.co.jp/chintai/room/044f8df6f974d974e07120d8921044f2c2db6db1/,東京都文京区湯島1丁目,8,"東京都/文京区/湯島/一丁目","139.76462","35.70141","5","6"
シティコート千駄木,https://www.homes.co.jp/chintai/room/69522534ec75f97e65b9e7a705aecf1ee3228aab/,東京都文京区千駄木4丁目10-14,6.8,"東京都/文京区/千駄木/四丁目/１０番","139.75821","35.73081","5","7"
ローレル小石川マンション,https://www.homes.co.jp/chintai/room/9a2c411f091e2e255060c6b4cf70aa0aa810e727/,東京都文京区小石川5丁目12-4,10,"東京都/文京区/小石川/五丁目/１２番","139.74088","35.71706","5","7"
ルネッサンス栗田,https://www.homes.co.jp/chintai/room/72b1cac76618be2382e67d7631cf6fa455112690/,東京都文京区本駒込5丁目,7,"東京都/文京区/本駒込/五丁目","139.75165","35.73280","5","6"
DeLCCS文京神楽坂,https://www.homes.co.jp/chintai/room/56570bb7b77c17ff3acd840500ef28c6e2299db5/,東京都文京区関口1丁目5-10,8.5,"東京都/文京区/関口/一丁目/５番","139.73233","35.70785","5","7"
コニームーン,https://www.homes.co.jp/chintai/room/05af8f5f03932fbd8f59023cfaa5bb811638a514/,東京都文京区小日向2丁目,7,"東京都/文京区/小日向/二丁目","139.73363","35.71258","5","6"
ワタナベハイツ,https://www.homes.co.jp/chintai/room/8493f3c6726cebc1735dad37cbca0a5fae22dff5/,東京都文京区水道1丁目,8,"東京都/文京区/水道/一丁目","139.74194","35.70931","5","6"
千石フラット,https://www.homes.co.jp/chintai/room/1d16be66310d1270d867010c279238f9be849cd0/,東京都文京区千石3丁目,6.4,"東京都/文京区/千石/三丁目","139.73820","35.72620","5","6"
白稜ハイム,https://www.homes.co.jp/chintai/room/fe212af6e72e669552c03d7f09ddc700c9953187/,東京都文京区千石4丁目,6.5,"東京都/文京区/千石/四丁目","139.74068","35.72905","5","6"
サングレイス関口,"",東京都文京区関口3丁目9-6,11.7,"東京都/文京区/関口/三丁目/９番","139.72842","35.71378","5","7"
Ｋ２ハウス,"",東京都文京区目白台1丁目13-8,5.9,"東京都/文京区/目白台/一丁目/１３番","139.71768","35.71475","5","7"
Fコート千駄木,"",東京都文京区千駄木2丁目28-12,7,"東京都/文京区/千駄木/二丁目/２８番","139.76216","35.72465","5","7"
東京メトロ有楽町線 江戸川橋駅 徒歩10分,"",東京都文京区水道1丁目5-19,8.2,"東京都/文京区/水道/一丁目/５番","139.74051","35.70967","5","7"
東京メトロ千代田線 湯島駅 徒歩6分,"",東京都文京区湯島2丁目,8.5,"東京都/文京区/湯島/二丁目","139.76591","35.70520","5","6"
東京メトロ南北線 本駒込駅 徒歩5分,"",東京都文京区本駒込1丁目,7.6,"東京都/文京区/本駒込/一丁目","139.75148","35.72550","5","6"
都営三田線 白山駅 徒歩3分,"",東京都文京区白山5丁目,7.5,"東京都/文京区/白山/五丁目","139.74956","35.72349","5","6"
フェリオ目白台,"",東京都文京区目白台3丁目20-3,5.6,"東京都/文京区/目白台/三丁目/２０番","139.72437","35.71741","5","7"
ライオンズマンション音羽,https://www.homes.co.jp/chintai/room/5b5469c6bec6b70cd2d5a3bf2199f56681281238/,東京都文京区音羽1丁目20-5,6.9,"東京都/文京区/音羽/一丁目/２０番","139.72900","35.71550","5","7"
ベルシオン千駄木,https://www.homes.co.jp/chintai/room/9214d531fd7dc406de82cc207ba728d260294dc7/,東京都文京区千駄木3丁目,10,"東京都/文京区/千駄木/三丁目","139.76254","35.72778","5","6"
文化ビル,https://www.homes.co.jp/chintai/room/9bb4e4de0f81a8f454f6f7f52a9b02f2f75a87aa/,東京都文京区目白台1丁目9-9,6.7,"東京都/文京区/目白台/一丁目/９番","139.71916","35.71422","5","7"
東京メトロ有楽町線 江戸川橋駅 徒歩3分,https://www.homes.co.jp/chintai/room/d68592181f2fe2e21899f8a50861552559ab8a14/,東京都文京区関口1丁目5-10,8.5,"東京都/文京区/関口/一丁目/５番","139.73233","35.70785","5","7"
アークビギン,https://www.homes.co.jp/chintai/room/61d4867d8be272ae289158086325908e980e0522/,東京都文京区大塚3丁目6-8,14.9,"東京都/文京区/大塚/三丁目/６番","139.73413","35.72003","5","7"
東京メトロ丸ノ内線 茗荷谷駅 徒歩4分,https://www.homes.co.jp/chintai/room/bb49e07f0610b76e58eaa196a1d8dab31c48a4e2/,東京都文京区小日向4丁目,10,"東京都/文京区/小日向/四丁目","139.73840","35.71552","5","6"
東京メトロ千代田線 千駄木駅 徒歩11分,https://www.homes.co.jp/chintai/room/cf472e4c3a6fd05fc729d4c7fed210d78a688600/,東京都文京区千駄木4丁目,6.8,"東京都/文京区/千駄木/四丁目","139.76001","35.73095","5","6"
テトラ千石,https://www.homes.co.jp/chintai/room/6df12522751634fdb37f3afd9c6ac4266e0a21a7/,東京都文京区千石4丁目,7.7,"東京都/文京区/千石/四丁目","139.74068","35.72905","5","6"
グリーンハイム白山,https://www.homes.co.jp/chintai/room/291755dc33a090fc2a53a5863b081e1346eccda4/,東京都文京区白山4丁目23-11,6.7,"東京都/文京区/白山/四丁目/２３番","139.74751","35.72164","5","7"
ルーブル小石川,https://www.homes.co.jp/chintai/room/49d358673b277aa272fe0b783d8c2b4ca81e1e7d/,東京都文京区水道2丁目3-20,7.6,"東京都/文京区/水道/二丁目/３番","139.73932","35.70983","5","7"
東京メトロ東西線 早稲田駅 徒歩8分,https://www.homes.co.jp/chintai/room/0c75d4154fb424dcea30e924d69441f7c26f523d/,東京都文京区関口1丁目34-8,7.4,"東京都/文京区/関口/一丁目/３４番","139.72375","35.71108","5","7"
日神パレステージ本駒込,https://www.homes.co.jp/chintai/room/e67359b16cc063a272d23a94b97b3d253550a0d2/,東京都文京区本駒込5丁目,6.7,"東京都/文京区/本駒込/五丁目","139.75165","35.73280","5","6"
一色館,https://www.homes.co.jp/chintai/room/583465ac66694aa63e549edeb49c2b923f16d794/,東京都文京区千石3丁目,11.5,"東京都/文京区/千石/三丁目","139.73820","35.72620","5","6"
オリーブ白山,https://www.homes.co.jp/chintai/room/9242d71450efd162f4c76caf817c843c17245e06/,東京都文京区白山2丁目,8,"東京都/文京区/白山/二丁目","139.74832","35.71738","5","6"
グラチアトルリ,https://www.homes.co.jp/chintai/room/85ffcc276aa2f33f8de6b53c78f54ee4fa5f7610/,東京都文京区西片2丁目,6.6,"東京都/文京区/西片/二丁目","139.75577","35.71624","5","6"
バウム白山,https://www.homes.co.jp/chintai/room/65b59424b4ba49dbe77e55347093f773117ad7c2/,東京都文京区白山4丁目9-12,6.8,"東京都/文京区/白山/四丁目/９番","139.74390","35.72231","5","7"
東京メトロ有楽町線 護国寺駅 徒歩7分,"",東京都文京区関口3丁目9-6,6.8,"東京都/文京区/関口/三丁目/９番","139.72842","35.71378","5","7"
フロムファーストビル,"",東京都文京区関口1丁目3-5,10.2,"東京都/文京区/関口/一丁目/３番","139.73277","35.70772","5","7"
ビラアクトレス,"",東京都文京区白山1丁目37-4,7.3,"東京都/文京区/白山/一丁目/３７番","139.75290","35.72165","5","7"
ＪＲ山手線 日暮里駅 徒歩10分,"",東京都文京区千駄木3丁目,10,"東京都/文京区/千駄木/三丁目","139.76254","35.72778","5","6"
ザ・ハウス駒込,https://www.homes.co.jp/chintai/room/d1c60c893cf23a459a882134f5326562022fcecb/,東京都文京区本駒込5丁目45-9,8.3,"東京都/文京区/本駒込/五丁目/４５番","139.75430","35.73412","5","7"
菊地ビル,https://www.homes.co.jp/chintai/room/d93301164facde7febc50b03de67f99d0cc7dc30/,東京都文京区白山1丁目,7.4,"東京都/文京区/白山/一丁目","139.75276","35.71880","5","6"
東京メトロ千代田線 湯島駅 徒歩9分,https://www.homes.co.jp/chintai/room/c998aff89a945da2e1eb96023998a15fffd97b94/,東京都文京区湯島2丁目5-14,16.1,"東京都/文京区/湯島/二丁目/５番","139.76453","35.70388","5","7"
都営三田線 白山駅 徒歩5分,https://www.homes.co.jp/chintai/room/00203a0e787bebc38f8cd1d59c717c46e3152a45/,東京都文京区向丘1丁目7-15,9.5,"東京都/文京区/向丘/一丁目/７番","139.75481","35.71953","5","7"
ジェイヴェルデ江戸川橋,https://www.homes.co.jp/chintai/room/618caead2c35a7ba86f8e5c844dbe8cb7a78940c/,東京都文京区関口1丁目21-17,10.2,"東京都/文京区/関口/一丁目/２１番","139.73241","35.70977","5","7"
メインステージ江戸川橋,https://www.homes.co.jp/chintai/room/a45e93da652f466a63cafbe712121f154bf9e55a/,東京都文京区水道1丁目7-11,7.3,"東京都/文京区/水道/一丁目/７番","139.74130","35.71022","5","7"
コーポ・フジ,https://www.homes.co.jp/chintai/room/c76bbf5e6a8c40e2213714acd69c4753f9145eac/,東京都文京区大塚5丁目,7,"東京都/文京区/大塚/五丁目","139.72729","35.72279","5","6"
朝日ハイツ,https://www.homes.co.jp/chintai/room/c217827f75e76a46692d4e283cfaec2fffbad8f6/,東京都文京区千石2丁目,7.2,"東京都/文京区/千石/二丁目","139.74052","35.72370","5","6"
菊地ビル,https://www.homes.co.jp/chintai/room/ddde9c118be646aecc25317ea7670913ed208659/,東京都文京区白山1丁目,7.5,"東京都/文京区/白山/一丁目","139.75276","35.71880","5","6"
ガラ・ステージ新大塚,https://www.homes.co.jp/chintai/room/c8dcb7505ad4046640892ae0a49580b13479d0d5/,東京都文京区大塚6丁目4-2,6.2,"東京都/文京区/大塚/六丁目/４番","139.72711","35.72622","5","7"
東京メトロ千代田線 湯島駅 徒歩5分,https://www.homes.co.jp/chintai/room/b22e0afeace27af169f8ca5e565e499e41801db8/,東京都文京区湯島2丁目23-8,26,"東京都/文京区/湯島/二丁目/２３番","139.76704","35.70560","5","7"
Verde,https://www.homes.co.jp/chintai/room/1e22b9407e9438d0d982825c7610a13d32ac8d6e/,東京都文京区千駄木2丁目22-5,12.2,"東京都/文京区/千駄木/二丁目/２２番","139.76250","35.72389","5","7"
音羽ホームズ,https://www.homes.co.jp/chintai/room/badfa1350fc5a515bfa4f4df709ae71b7ba3b49a/,東京都文京区大塚2丁目,7.5,"東京都/文京区/大塚/二丁目","139.73138","35.71958","5","6"
都営三田線 白山駅 徒歩9分,https://www.homes.co.jp/chintai/room/da1c0af1f66ecbc5c00650fa961523d3d1d964ba/,東京都文京区白山4丁目,6.7,"東京都/文京区/白山/四丁目","139.74638","35.72160","5","6"
東京メトロ南北線 東大前駅 徒歩3分,https://www.homes.co.jp/chintai/room/789088ff7d56d8a21f1cc2d78940e7ef745832d0/,東京都文京区西片2丁目,6.6,"東京都/文京区/西片/二丁目","139.75577","35.71624","5","6"
都営三田線 千石駅 徒歩8分,https://www.homes.co.jp/chintai/room/5319b4b9bb314db26b3435018f69365b06002417/,東京都文京区白山4丁目,6.8,"東京都/文京区/白山/四丁目","139.74638","35.72160","5","6"
千駄木グリーンヒルズ,"",東京都文京区千駄木5丁目,8.2,"東京都/文京区/千駄木/五丁目","139.75842","35.72749","5","6"
第一金井ビル,"",東京都文京区本駒込5丁目,7.8,"東京都/文京区/本駒込/五丁目","139.75165","35.73280","5","6"
ブルーガーデン小石川,"",東京都文京区小石川2丁目,17.9,"東京都/文京区/小石川/二丁目","139.74901","35.71058","5","6"
ニューグリーンハイツ,"",東京都文京区大塚4丁目,6.5,"東京都/文京区/大塚/四丁目","139.73383","35.72386","5","6"
東大前向丘コーポ,https://www.homes.co.jp/chintai/room/48bec2a30b3dc754b155ac69539ed07392458fc6/,東京都文京区向丘2丁目12-4,5.2,"東京都/文京区/向丘/二丁目/１２番","139.75655","35.72028","5","7"
東京メトロ有楽町線 江戸川橋駅 徒歩3分,https://www.homes.co.jp/chintai/room/e63cba4ed2414d55b10dd250993a59fac47d2263/,東京都文京区関口1丁目3-5,10.2,"東京都/文京区/関口/一丁目/３番","139.73277","35.70772","5","7"
ハイム　アペックス,https://www.homes.co.jp/chintai/room/46c6a6d336d052d94f95e91d1aafaa78a7674e7e/,東京都文京区根津2丁目22-12,7.5,"東京都/文京区/根津/二丁目/２２番","139.76512","35.71936","5","7"
東京メトロ丸ノ内線 新大塚駅 徒歩7分,https://www.homes.co.jp/chintai/room/358eded09a4db4dd8f28d31bd3cc9d57fd4022ad/,東京都文京区大塚4丁目,6.7,"東京都/文京区/大塚/四丁目","139.73383","35.72386","5","6"
JLBグランエクリュ教育の森,https://www.homes.co.jp/chintai/room/a52fa4a4c97e879974185779ed13776f6af327fa/,東京都文京区大塚4丁目22-7,13,"東京都/文京区/大塚/四丁目/２２番","139.73358","35.72443","5","7"
TUKUIマンション,https://www.homes.co.jp/chintai/room/1853eb9aab2dc1f060665b6770e40821e7836f9c/,東京都文京区本駒込3丁目,7.8,"東京都/文京区/本駒込/三丁目","139.75444","35.72775","5","6"
ＪＲ山手線 大塚駅 徒歩11分,https://www.homes.co.jp/chintai/room/ca0e5b03f45c1ddea1d07fca1956c1babe6bf78a/,東京都文京区大塚5丁目,7,"東京都/文京区/大塚/五丁目","139.72729","35.72279","5","6"
都営三田線 白山駅 徒歩7分,https://www.homes.co.jp/chintai/room/79879656a1834db8beb994c6b85d92eeb04f1416/,東京都文京区白山1丁目,7.4,"東京都/文京区/白山/一丁目","139.75276","35.71880","5","6"
東京メトロ南北線 東大前駅 徒歩5分,https://www.homes.co.jp/chintai/room/7ae2b837e06c4d96aa8ea75d5d9341e4bb772614/,東京都文京区向丘2丁目,8.7,"東京都/文京区/向丘/二丁目","139.75674","35.72160","5","6"
東京メトロ有楽町線 東池袋駅 徒歩6分,https://www.homes.co.jp/chintai/room/39d324b8b93a199e26df9348a6981d5f895d58e5/,東京都文京区大塚6丁目,7.2,"東京都/文京区/大塚/六丁目","139.72549","35.72501","5","6"
サマー茗荷谷,https://www.homes.co.jp/chintai/room/a738d4dc734d7c02134964253dead824beb190cb/,東京都文京区白山3丁目2-15,9.5,"東京都/文京区/白山/三丁目/２番","139.74335","35.71860","5","7"
Ｋ＆Ｓ小石川,https://www.homes.co.jp/chintai/room/90148b3f2fbc1ba90c7787912ab9a7a2e6b492dc/,東京都文京区小石川5丁目,7.2,"東京都/文京区/小石川/五丁目","139.73993","35.71806","5","6"
東京メトロ有楽町線 江戸川橋駅 徒歩4分,https://www.homes.co.jp/chintai/room/6a38fac5fd8e8e6d4e22f983aab65acd9cecfadd/,東京都文京区関口3丁目1-4,47.5,"東京都/文京区/関口/三丁目/１番","139.72949","35.71241","5","7"
都営三田線 春日駅 徒歩4分,https://www.homes.co.jp/chintai/room/1ff98e3a9a3644badbe25c0ef056bb3176acd2db/,東京都文京区小石川2丁目,17.9,"東京都/文京区/小石川/二丁目","139.74901","35.71058","5","6"
東京メトロ千代田線 千駄木駅 徒歩8分,https://www.homes.co.jp/chintai/room/a15c102b37c404d74bbc6227e768d235449a5e38/,東京都文京区千駄木5丁目,8.2,"東京都/文京区/千駄木/五丁目","139.75842","35.72749","5","6"
都営三田線 白山駅 徒歩2分,https://www.homes.co.jp/chintai/room/20d8841f4fca6588785c6a9ce375c94aa9696152/,東京都文京区向丘1丁目,7,"東京都/文京区/向丘/一丁目","139.75560","35.71949","5","6"
ＪＲ山手線 巣鴨駅 徒歩5分,https://www.homes.co.jp/chintai/room/4b4894231453522145b4cffd60396997cbf73b28/,東京都文京区千石4丁目,7.2,"東京都/文京区/千石/四丁目","139.74068","35.72905","5","6"
グリーンハイツ本郷,https://www.homes.co.jp/chintai/room/f82926a700a243fd8a0e96fd8170aefe048fd707/,東京都文京区本郷1丁目,10,"東京都/文京区/本郷/一丁目","139.75630","35.70502","5","6"
コスモステージ,"",東京都文京区白山2丁目,7.8,"東京都/文京区/白山/二丁目","139.74832","35.71738","5","6"
東京メトロ東西線 飯田橋駅 徒歩12分,"",東京都文京区小石川2丁目11-15,23.8,"東京都/文京区/小石川/二丁目/１１番","139.74803","35.70986","5","7"
ＪＲ山手線 駒込駅 徒歩11分,https://www.homes.co.jp/chintai/room/2627b9b5f63321d07672a79df93b0b2919e28a9b/,東京都文京区本駒込5丁目39-6,6,"東京都/文京区/本駒込/五丁目/３９番","139.75378","35.73298","5","7"
ヴィラトーマ,https://www.homes.co.jp/chintai/room/f90a26beaf326edd2259e46e57fcb7026783fa7d/,東京都文京区本駒込1丁目10-19,7.6,"東京都/文京区/本駒込/一丁目/１０番","139.75114","35.72472","5","7"
東京メトロ千代田線 千駄木駅 徒歩1分,https://www.homes.co.jp/chintai/room/cd733aa4c7a5d2b6b794b552931203353e677989/,東京都文京区千駄木2丁目,12.2,"東京都/文京区/千駄木/二丁目","139.76187","35.72290","5","6"
東京メトロ南北線 東大前駅 徒歩4分,https://www.homes.co.jp/chintai/room/6a705f39a9e5bbbef141ba22b57c60242eebee12/,東京都文京区向丘2丁目,6,"東京都/文京区/向丘/二丁目","139.75674","35.72160","5","6"
ハイシティ本郷菊坂,https://www.homes.co.jp/chintai/room/054301df4fb2a6ae85de52eb76800846b7b92ae5/,東京都文京区本郷4丁目25-11,6.9,"東京都/文京区/本郷/四丁目/２５番","139.75334","35.71107","5","7"
ビューネ茗荷谷,https://www.homes.co.jp/chintai/room/290eed80f61bb9bc0311160c94e6a56719e9de20/,東京都文京区大塚3丁目,6.8,"東京都/文京区/大塚/三丁目","139.73624","35.72083","5","6"
フジビル,https://www.homes.co.jp/chintai/room/94f4816a4e2c8b9002f2df186561603f45a566f7/,東京都文京区本駒込4丁目,6.7,"東京都/文京区/本駒込/四丁目","139.75633","35.73244","5","6"
文京ツインタワー,https://www.homes.co.jp/chintai/room/c50580c23f476ad7f8e1896a6045dd048e3ede05/,東京都文京区本駒込5丁目,9.9,"東京都/文京区/本駒込/五丁目","139.75165","35.73280","5","6"
ハイツメルン,https://www.homes.co.jp/chintai/room/f3a8c6c0a57cf8363a1e5a1e3a7a72b2bacff536/,東京都文京区本駒込5丁目,10.6,"東京都/文京区/本駒込/五丁目","139.75165","35.73280","5","6"
ラフィネ,https://www.homes.co.jp/chintai/room/ef8e406bb76f9a1261fa166def514a87df950b84/,東京都文京区水道1丁目,11.7,"東京都/文京区/水道/一丁目","139.74194","35.70931","5","6"
東京メトロ有楽町線 護国寺駅 徒歩6分,https://www.homes.co.jp/chintai/room/f74bf71d9b7d404a3ac085687be766084fbd5d13/,東京都文京区大塚2丁目13-4,7.5,"東京都/文京区/大塚/二丁目/１３番","139.73074","35.71991","5","7"
コーポカシワザキ,https://www.homes.co.jp/chintai/room/00eecbbfc0fd827652bf21db5f75d04fa02ae7e8/,東京都文京区根津2丁目,6.5,"東京都/文京区/根津/二丁目","139.76569","35.71854","5","6"
メゾン・ド・プレテ,https://www.homes.co.jp/chintai/room/69abf1c3026c382378702ee8ee8ea59e085212d2/,東京都文京区大塚6丁目29-1,7.2,"東京都/文京区/大塚/六丁目/２９番","139.72429","35.72376","5","7"
アーバンパレス千駄木,https://www.homes.co.jp/chintai/room/dc0527c591dc051c37004cb040ac6738082280e0/,東京都文京区千駄木3丁目31-15,6.5,"東京都/文京区/千駄木/三丁目/３１番","139.76346","35.72714","5","7"
東京メトロ丸ノ内線 茗荷谷駅 徒歩10分,https://www.homes.co.jp/chintai/room/b17f0eef92d63dfe5d542ed03e61b15086341a95/,東京都文京区白山3丁目,9.5,"東京都/文京区/白山/三丁目","139.74232","35.72014","5","6"
東京メトロ千代田線 根津駅 徒歩5分,https://www.homes.co.jp/chintai/room/04ab28cd81334c539d44ab2bcdc8d5c43d8d4218/,東京都文京区根津2丁目22-12,7.5,"東京都/文京区/根津/二丁目/２２番","139.76512","35.71936","5","7"
東京メトロ南北線 本駒込駅 徒歩8分,https://www.homes.co.jp/chintai/room/3450cc04ae570de0cb8953ef00fa13806a38233c/,東京都文京区本駒込3丁目,7.8,"東京都/文京区/本駒込/三丁目","139.75444","35.72775","5","6"
フェニックス茗荷谷,https://www.homes.co.jp/chintai/room/719b3783183df7847bdbd59088bc5ec47513a3f9/,東京都文京区大塚4丁目,6.4,"東京都/文京区/大塚/四丁目","139.73383","35.72386","5","6"
